Analysis Id,Sample Id,Sample,Fixed,Lat,Long,Dist,Bearing,Direction,Collection,Source,Description,Weight,Depth,Surface_Area,Shape,Uncertainty,MDA,Method,Nuclide,Result,Result
229079,8681,GOJ-00012,FALSE,38.67021,141.1775,86.49416841,5.179926527,N,4/7/2011 7:30,GOJ,"Field Team: dark, moist, densely packed soil - False rocks or debris observed  Wet Weight 1195.7 g; Description: 1 bag of soil, screening level <20 dpm alpha, <200 dpm b/g;",775.05,,,,4.07E-07,4.47E-07,,Sr-Total,2.32E-07,2%
229081,8657,GOJ-00013,FALSE,38.75483,140.9215,92.16763773,356.2856225,N,4/7/2011 7:30,GOJ,"Field Team: dark, moist soil in collection bag  Wet Weight 931.09 g; Description: Miyagi B2 - 1 marked on bag.  Moist and dark soil ;",638.72,,,,2.88E-07,2.65E-07,,Sr-Total,2.08E-07,2%
229083,8673,GOJ-00014,FALSE,38.553857,141.054615,78.1155014,0.874977127,N,4/7/2011 7:30,GOJ,Field Team: Soil sample with False observd vegetation  Wet Weight 720.17 g; Description: Soil sample with False observed vegetation.; Recv.Comment: Soil moist with False observed rocks or pebbles.;,450.75,,,,4.91E-07,5.53E-07,,Sr-Total,1.03E-06,10%
229085,8685,GOJ-00015,FALSE,36.257782,139.575329,113.8432186,225.5026653,SW,4/7/2011 7:30,GOJ,Field Team: Soil moist/compact with False observed rocks/pebbles  Wet Weight 1248 g; Description: Soil sample with False observed vegetation.  False detectable contact dose rates on the sample.;,913.63,,,,3.73E-07,3.46E-07,,Sr-Total,5.95E-07,6%
229087,8687,GOJ-00016,FALSE,35.413211,139.390145,165.974842,213.8405588,SW,4/7/2011 7:30,GOJ,"Field Team: Dark, moist, densely packed soil - False rocks or debris observed  Wet Weight 1218.36 g; Description: 1 bag of soil - screening level <20 dpm alpha, <200 dpm b/g;",878.85,,,,4.05E-07,4.17E-07,,Sr-Total,4.19E-07,4%
229089,8691,GOJ-00017,FALSE,35.591114,139.18527,162.7803278,219.6034665,SW,4/7/2011 7:30,GOJ,Field Team: Sample moist with False observed rocks/pebbles    Wet Weight 846.09 g; Description: Soil sample with False observed vegetation;,516.55,,,,3.87E-07,4.91E-07,,Sr-Total,2.07E-07,2%
229091,8699,GOJ-00018,FALSE,35.209431,139.126266,185.9340795,215.3448719,SW,4/7/2011 7:30,GOJ,"Field Team: dark, moist, densely packed soil - False rocks or debris observed  Wet Weight 794.82 g; Description: 1 plastic bag of soil - screening level <20 dpm alpha, <200 dpm B/g;",453.74,,,,4.97E-07,5.38E-07,,Sr-Total,6.62E-07,7%
229093,8689,GOJ-00019,FALSE,35.178703,139.634356,173.2011549,207.093099,SSW,4/7/2011 7:30,GOJ,"Field Team: dark, moist, densely packed soil - False rock or debris observed  Wet Weight 970.47 g; Description: 1 bag of soil - screening level <20 dpm alpha, <200 dpm B/g;",670.27,,,,4.27E-07,5.06E-07,,Sr-Total,4.54E-07,5%
229095,8703,GOJ-00020,FALSE,35.343128,139.277054,173.5235204,214.7409895,SW,4/7/2011 7:30,GOJ,"Field Team: dark, moist, densely packed soil - False rocks or debris observed  Wet Weight 907.6 g; Description: 1 plastic bag of soil - screening level <20 dpm alpha, <200 dpm B/g;",603.13,,,,3.44E-07,3.91E-07,,Sr-Total,5.42E-07,5%
229097,8701,GOJ-00021,FALSE,36.676968,139.030497,121.9815561,245.6250471,WSW,4/7/2011 7:30,GOJ,Field Team: Soil moist and compact with False observed rocks/pebbles.  Wet Weight 1533.71 g; Description: Soil sample with False observed vegetation.;,1242.67,,,,3.08E-07,3.14E-07,,Sr-Total,4.79E-07,5%
229099,8695,GOJ-00022,FALSE,35.189485,139.126266,187.0711489,215.107594,SW,4/7/2011 7:30,GOJ,Field Team: Soil sample with False observed vegetation.  False observed rocks/pebbles.  Soil moist and compact.  Wet Weight 932.7 g;,661.75,,,,3.72E-07,4.21E-07,,Sr-Total,4.01E-07,4%
229101,8693,GOJ-00023,FALSE,36.423614,138.897316,136.7746245,240.3370566,WSW,4/7/2011 7:30,GOJ,"Field Team: dark, moist, densely packed soil - False rocks or debris observed  Wet Weight 1496.08 g; Description: 1 bag - screening values <20 dpm alpha <200 dpm B/g;",1206.82,,,,3.07E-07,4.06E-07,,Sr-Total,1.82E-08,0%
229103,8697,GOJ-00024,FALSE,37.54882,139.981,58.45027047,279.0031591,W,4/7/2011 7:30,GOJ,"Field Team: Dark, very moist, mud - False rocks or debris observed  Wet Weight 728.64 g; Description: 1 plastic bottle of soil - screening level <20 dpm alpha, <200 dpm b/g;",463.91,,,,4.68E-07,4.85E-07,,Sr-Total,1.10E-06,11%
229105,8705,GOJ-00025,FALSE,37.46251,139.8452,65.34782145,272.8585694,W,4/7/2011 7:30,GOJ,Field Team: Soil sample in bottle with seedling vegetation included in sample.  False observed rocks/pebbles and soil is moist.  Wet Weight 548.26 g; Description: Soil sample with seedling vegetation included in sample.;,351.11,,,,4.12E-07,4.94E-07,,Sr-Total,7.25E-07,7%
229107,8709,GOJ-00026,FALSE,36.40806,139.7468,99.75154786,225.7982678,SW,4/7/2011 7:30,GOJ,Field Team: Dark soil; fairly dry and loose.  False vegetation or rocks.  Wet Weight 511.65 g; Description: Soil in 500 ml bottle; <200 dpm b-g; <20 dpm alpha;,375.15,,,,3.13E-07,3.11E-07,,Sr-Total,2.71E-07,3%
229109,8791,GOJ-00027,FALSE,36.613087,139.867898,85.16943608,229.35292,SW,4/7/2011 7:30,GOJ,Field Team: Soil sample in bottle with False observed vegetation.  False observed rocks or pebbles present in sample.  Wet Weight 444.62 g; Description: 1 sample bottle with False observed vegetation.;,241.84,,,,5.99E-07,6.83E-07,,Sr-Total,8.13E-07,8%
229111,8793,GOJ-00028,FALSE,36.316447,139.559659,111.6401144,227.2838183,SW,4/7/2011 7:30,GOJ,Field Team: Soil sample in bottle with False observed rocks or pebbles.  Wet Weight 559.45 g; Description: Soil sample in bottle with False observed vegetation.;,456.6,,,,4.11E-07,4.59E-07,,Sr-Total,7.57E-07,8%
229113,8713,GOJ-00029,FALSE,37.56073,139.7359,71.8947022,278.1075972,W,4/7/2011 7:30,GOJ,Field Team: Dark moist soil; clay like in appearance.  False vegetation or rock.  Wet Weight 646.1 g; Description: 500 ml bottle; <200 dpm b-g; <20 dpm alpha;,375.16,,,,4.81E-07,5.56E-07,,Sr-Total,7.29E-07,7%
229115,8717,GOJ-00030,FALSE,37.54882,139.8452,65.83787785,278.0639401,W,4/7/2011 7:30,GOJ,"Field Team: Silty mud in jar, False vegetation, rocks, or sticks  Wet Weight 908.1 g; Description: Silty mud in 500mL nalgene 90% full;",730.88,,,,2.92E-07,2.57E-07,,Sr-Total,4.50E-07,5%
229117,8721,GOJ-00031,FALSE,37.47739,140.0187,55.8741957,274.2883373,W,4/7/2011 7:30,GOJ,"Field Team: Moist soil, clay like clump in bottle; False vegetation or rocks.  Wet Weight 488.4 g; Description: 500 ml bottle; <200 dpm b-g; <20 dpm alpha;",263,,,,5.19E-07,5.66E-07,,Sr-Total,1.10E-06,11%
229119,8715,GOJ-00032,FALSE,38.35405,140.2776,76.42064971,327.660918,NNW,4/7/2011 7:30,GOJ,Field Team: Dark moist soil; small clumps; False vegetation or rocks  Wet Weight 700.64 g;,539.63,,,,4.05E-07,4.76E-07,,Sr-Total,2.12E-07,2%
229121,8731,GOJ-00033,FALSE,35.3493,140.0055,153.9157018,202.0587084,SSW,4/7/2011 7:30,GOJ,"Field Team: Dark, moist, densely packed soil - False rocks or debris observed  Wet Weight 405.18 g; Description: 1 bottle of soil - screening level <20 dpm alpha, <200 dpm B/g;",257.73,,,,2.94E-07,2.94E-07,,Sr-Total,-5.44E-08,-1%
229123,8711,GOJ-00034,FALSE,37.59347,139.947,60.80584335,281.6311816,WNW,4/7/2011 7:30,GOJ,Field Team: Soil sample in bottle with False observed vegetation.    Wet Weight 502.03 g; Description: Soil sample in bottle with False observed vegetation.  Soil moist with False observed rocks or pebbles.;,270.65,,,,4.16E-07,3.74E-07,,Sr-Total,4.34E-07,4%
229125,8723,GOJ-00035,FALSE,38.85579,139.8309,118.62325,326.9897925,NNW,4/7/2011 7:30,GOJ,Field Team: Soil has False observed rocks/pebbles.  Wet Weight 757.27 g; Description: Soil sample in bottle with False observed vegetation.  Soil has a sand texture.;,696.73,,,,2.72E-07,3.12E-07,,Sr-Total,-3.52E-07,-4%
229127,8735,GOJ-00036,FALSE,37.62323,139.8,69.11524946,282.0415854,WNW,4/7/2011 7:30,GOJ,"Field Team: Dark, moist, densely packed soil - False rocks or debris observed  Wet Weight 645.45 g; Description: 1 bottle of soil - screening level <20 dpm alpha, <200 dpm beta/gamma;",412.12,,,,4.39E-07,3.32E-07,,Sr-Total,1.07E-06,11%
229129,8741,GOJ-00037,FALSE,38.7279,139.8927,109.4591026,325.8702912,NW,4/7/2011 7:30,GOJ,Field Team: Dark moist soil  Wet Weight 757.43 g; Description: 1 Poly bottle containing soil.  Screening values: <20 dpm alpha and <200 dpm beta gamma.; Recv.Comment: Screening values <20 dpm alpha and <200 dpm beta gamma;,449.81,,,,4.33E-07,4.86E-07,,Sr-Total,5.55E-07,6%
229131,8729,GOJ-00038,FALSE,35.80225,140.4077,116.922574,197.3972435,SSW,4/7/2011 7:30,GOJ,"Field Team: Dark, fine, semi-dry soil.  False vegetation or rocks.  Wet Weight 400.03 g; Description: 500 ml bottle; <200 dpm b-g; <20 dpm alpah;",252.5,,,,2.58E-07,2.62E-07,,Sr-Total,-2.80E-07,-3%
229135,8733,GOJ-00040,FALSE,38.07366,140.1704,65.2111393,314.0003815,NW,4/7/2011 7:30,GOJ,"Field Team: Dark Moist Soil  Wet Weight 921.62 g; Description: Less than 20 dpm alpha less than 200 dpm beta gamma; Recv.Comment: less than 20 dpm alpha less than 200 dpm beta gamma, does Falset contain any rocks or vegetation;",750.24,,,,3.48E-07,4.80E-07,,Sr-Total,-1.30E-07,-1%
229137,8739,GOJ-00041,FALSE,38.23599,140.2776,69.72502169,324.0281965,NW,4/7/2011 7:30,GOJ,Field Team: Wet Weight 731.9 g; Description: Soil sample in bottle with False observed vegetation.  Soil moist with False observed rocks/pebbles.;,493.82,,,,4.66E-07,5.09E-07,,Sr-Total,6.49E-07,6%
229145,8745,GOJ-00045,FALSE,35.927201,139.410783,136.8497958,221.5265684,SW,4/7/2011 7:30,GOJ,Field Team: Wet Weight 869.99 g; Description: Soil sample in bag with False observed vegetation.  Soil moist with False observed rocks/pebbles.;,586.99,,,,3.73E-07,4.27E-07,,Sr-Total,4.04E-08,0%
229147,8795,GOJ-00046,FALSE,35.60703,140.427116,129.5621499,195.192553,SSW,4/7/2011 7:30,GOJ,Field Team: Sample in bag with False observed vegetation.  False observed rocks or pebbles present.  Wet Weight 809.52 g; Description: Sample in bag with False observed vegetation;,515.03,,,,4.00E-07,5.01E-07,,Sr-Total,9.64E-08,1%
229149,8787,GOJ-00047,FALSE,36.278091,140.296922,88.75235229,207.4625942,SSW,4/7/2011 7:30,GOJ,"Field Team: Dark, fine, loose soil.  False vegetation or rocks.  Wet Weight 694.58 g; Description: Soil in bag; <200 dpm beta-gamma; <20 dpm alpha;",429.83,,,,4.74E-07,4.79E-07,,Sr-Total,1.56E-06,16%
229151,8765,GOJ-00048,FALSE,36.87919,140.033026,66.64675345,236.0629198,SW,4/7/2011 7:30,GOJ,Field Team: Moist Dark Soil  Wet Weight 1038 g; Description: Dark Moist Soil; Recv.Comment: less than 20 dpm alpha and less than 200 dpm beta-gamma;,701.22,,,,4.59E-07,5.38E-07,,Sr-Total,6.68E-07,7%
229153,8767,GOJ-00049,FALSE,36.22093,138.776242,149.9868313,237.0701758,WSW,4/7/2011 7:30,GOJ,"Field Team: Dark moist soil that contains False vegetation, rocks or misc. debris.   Wet Weight 1252.7 g; Description: 1 bag of soil. Screening values: <20 dpm alpha, <200 dpm beta-gamma; Recv.Comment: Screening values <20 dpm alpha, <200 dpm beta-gamma;",1032.5,,,,4.40E-07,5.48E-07,,Sr-Total,4.03E-07,4%
229155,8789,GOJ-00050,FALSE,36.395975,139.145517,126.164095,236.3688731,WSW,4/7/2011 7:30,GOJ,"Field Team: Dark, fine, semi-dry soil.  False vegetation or rocks.  Wet Weight 1097.77 g; Description: Soil in bag; <200 dpm beta-gamma; <20 dpm alpha;",858.83,,,,3.96E-07,5.43E-07,,Sr-Total,4.41E-07,4%
229157,8779,GOJ-00051,FALSE,36.017644,139.106319,144.2239013,228.3029092,SW,4/7/2011 7:30,GOJ,Field Team: dark semi-dry soil; clay like clumps; False vegetation or rocks.  Wet Weight 1543.03 g; Description: Soil in bag; <200 dpm beta-gamma; <20 dpm alpha;,1316.98,,,,3.37E-07,4.22E-07,,Sr-Total,-2.39E-07,-2%
229159,8763,GOJ-00052,FALSE,36.796306,140.03853,69.79746824,232.042537,SW,4/7/2011 7:30,GOJ,"Field Team: dark, moist, densely packed soil - False debris or rocks observed  Wet Weight 528.62 g; Description: 1 bag of soil - screening levels <20 dpm alpha, <200 dpm B/g;",348.57,,,,3.06E-07,3.85E-07,,Sr-Total,1.19E-07,1%
229161,8757,GOJ-00053,FALSE,36.826842,140.03853,68.50830959,233.4236848,SW,4/7/2011 7:30,GOJ,"Field Team: dark, moist, densely packed soil - False rocks or debris observed  Wet Weight 1278.13 g; Description: 1 bag of soil - screening level <20 dpm alpha, <200 dpm B/g;",791.09,,,,4.04E-07,4.83E-07,,Sr-Total,1.33E-07,1%
229163,8777,GOJ-00054,FALSE,35.722622,140.698917,118.5956094,189.0617372,S,4/7/2011 7:30,GOJ,Field Team: Dark fine soil.  False vegetation or rocks.  Wet Weight 947.53 g ; Description: Soil in bag; <200 dpm B-G; <20 dpm alpha;,664.16,,,,3.84E-07,3.79E-07,,Sr-Total,9.81E-07,10%
229165,8747,GOJ-00055,FALSE,35.851057,140.524743,111.8963578,194.6974892,SSW,4/7/2011 7:30,GOJ,Field Team: Soil sample in bag with False observed vegetation.  Soil moist with False observed rocks/pebbles.  Wet Weight 695.23 g;,470.63,,,,3.57E-07,4.08E-07,,Sr-Total,6.16E-08,1%
229167,8759,GOJ-00056,FALSE,36.87919,139.889915,73.32009143,239.5779146,WSW,4/7/2011 7:30,GOJ,Field Team: Wet Weight 1325.49 g; Description: Soil sample in bag with False observed vegetation.  False observed rocks/pebbles present.;,1026.16,,,,3.82E-07,4.19E-07,,Sr-Total,1.95E-07,2%
229169,8755,GOJ-00057,FALSE,35.88423,140.648266,108.1218106,191.4546283,SSW,4/7/2011 7:30,GOJ,"Field Team: Dark moist soil.  Does Falset contain rocks or misc. debris.    Wet Weight 1055 g; Description: 1-bag of soil.  Screenig values: <20 dpm alpha, <200 dpm beta-gamma;",979.35,,,,3.59E-07,4.70E-07,,Sr-Total,3.09E-07,3%
229171,8785,GOJ-00058,FALSE,35.912363,140.32721,111.1843786,200.7622129,SSW,4/7/2011 7:30,GOJ,Field Team: Wet Weight 738.27 g; Description: Moist Dark Soil; Recv.Comment: less than 20 dpm alpha and 200 dpm beta-gamma;,490.54,,,,3.85E-07,4.28E-07,,Sr-Total,5.94E-07,6%
229173,8749,GOJ-00059,FALSE,36.334357,140.127308,90.18371245,213.9403725,SW,4/7/2011 7:30,GOJ,Field Team: Soil sample in bag with False observed vegetation.  Soil moist with False observed rosks/pebbles.  Wet Weight 647.42 g; Description: Soil sample in bag with False observed vegetation.  Soil moist with False observed rocks or pebbles.;,489.04,,,,3.76E-07,4.64E-07,,Sr-Total,6.22E-08,1%
229175,8781,GOJ-00060,FALSE,36.184314,139.897118,106.0193409,216.6529717,SW,4/7/2011 7:30,GOJ,"Field Team: Dark moist soil.  Does Falset contain vegetation, rocks, or misc. debris  Wet Weight 734.75 g; Description: Single bag of dark moist soil.  Screening values <20 dpm alpha, <200 dpm beta-gamma.;",530.13,,,,3.73E-07,4.94E-07,,Sr-Total,4.53E-07,5%
229177,8769,GOJ-00061,FALSE,36.306224,139.975867,96.64675038,217.4828789,SW,4/7/2011 7:30,GOJ,Field Team: Soil in bag with False observed rocks or pebbles.  Wet Weight 849.72 g; Description: Soil sample with False observed vegetation.;,648.84,,,,3.92E-07,5.08E-07,,Sr-Total,2.27E-07,2%
229179,8771,GOJ-00062,FALSE,35.921741,140.175769,113.8305109,204.8748056,SSW,4/7/2011 7:30,GOJ,"Field Team: Dark moist soil.  Rocks, vegetation, and misc. debris Falset observed in sample.    Wet Weight 1065.7 g; Description: 1-bag containing dard moist soil.  Screening values <20 dpm alpha, <200 dpm beta-gamma; Recv.Comment: Screening values : <20 dpm alpha  <200 dpm beta-gamma;",806.4,,,,3.47E-07,3.56E-07,,Sr-Total,6.53E-07,7%
229181,8773,GOJ-00063,FALSE,35.577061,140.155315,136.2224463,201.1853707,SSW,4/7/2011 7:30,GOJ,Field Team: Soil in bag with False observed rocks/pebbles.  Wet Weight 538.79 g; Description: Soil sample in bag with False observed vegetation.;,374.83,,,,4.47E-07,4.95E-07,,Sr-Total,2.44E-07,2%
229183,8761,GOJ-00064,FALSE,36.529562,138.485665,153.7371822,247.1009168,WSW,4/7/2011 7:30,GOJ,"Field Team: dark, moist, densely packed soil - False rocks or debris observed  Wet Weight 746.67 g; Description: 1 bag of soil - screening levels <20 dpm alpha, <200 dpm B/g;",444.89,,,,3.98E-07,4.38E-07,,Sr-Total,3.27E-07,3%
229185,8751,GOJ-00065,FALSE,36.352214,139.24843,123.2897862,233.6946858,SW,4/7/2011 7:30,GOJ,"Field Team: Dark moist soil.  Does Falset contain rocks, vegetation, or misc. debris material.   Wet Weight 1191.96 g; Description: Bag containing soil.  Screening values: <20 dpm alpha, <200 dpm beta-gamma.  ; Recv.Comment: Screening values <20 dpm alpha and <200 dpm beta-gamma;",938.93,,,,3.79E-07,5.47E-07,,Sr-Total,3.37E-07,3%
229187,8783,GOJ-00066,FALSE,36.465074,139.296859,116.5207116,235.9417721,SW,4/7/2011 7:30,GOJ,Field Team: Soil sample in bag with False observed vegetation.  Soil with False observed rocks/pebbles.  wet Weight 1216.68 g;,953.63,,,,3.97E-07,4.08E-07,,Sr-Total,2.05E-07,2%
229189,8753,GOJ-00067,FALSE,36.083607,139.685439,118.7254492,219.3010518,SW,4/7/2011 7:30,GOJ,Field Team: Soil sample in bag with observed seedling vegetation.  Soil moist with False observed rocks/pebbles.  Wet Weight 1628.35 g; Description: Soil sample in bag with observed seedling vegetation.  Soil sample moist with False observed rocks/pebbles.;,1307.51,,,,3.55E-07,3.85E-07,,Sr-Total,6.41E-07,6%
229191,8775,GOJ-00068,FALSE,36.16861,139.366071,126.499786,227.3097292,SW,4/7/2011 7:30,GOJ,Field Team: Moist Dark Soil  Wet Weight 1536 g; Recv.Comment: Less than 20 dpm alpha and less than 200 dpm beta gamma;,1287.11,,,,5.56E-07,4.27E-07,,Sr-Total,1.74E-06,17%
229193,8833,GOJ-00069,FALSE,36.82248,140.154119,63.70552618,229.7313175,SW,4/7/2011 7:30,GOJ,Field Team: 1 bag soil sample.  Small seedling vegetation observed in soil.  False rocks or pebbles observed in soil.  Wet Weight 948.74 g; Description: 1 bag soil sample;,583.1,,,,4.14E-07,5.02E-07,,Sr-Total,2.58E-07,3%
229195,8831,GOJ-00070,FALSE,36.962075,139.955966,67.31014365,242.1531013,WSW,4/7/2011 7:30,GOJ,"Field Team: Dark, semi-moist soil, False vegetation or rocks Falseted.  Wet Weight 693.11 g; Description: Soil in bag; <200 dpm beta-gamma; <20 dpm alpha;",429.1,,,,3.84E-07,3.82E-07,,Sr-Total,5.81E-08,1%
229197,8829,GOJ-00071,FALSE,36.857379,140.170632,61.45523855,230.8779109,SW,4/7/2011 7:30,GOJ,"Field Team: Dark, loose, semi-moist soil; False vegetation or rocks Falseted.  Wet Weight 1113.67 g; Description: Soil in bag; <200 dpm beta-gamma; <20 dpm alpha;",685.22,,,,3.93E-07,4.41E-07,,Sr-Total,5.90E-07,6%
229199,8835,GOJ-00072,FALSE,36.87919,140.159624,60.98813364,232.3340564,SW,4/7/2011 7:30,GOJ,"Field Team: Dark moist soil that does Falset contain vegetation or rocks.   Wet Weight 1197.5 g; Description: 1 plastic bag containing dark moist soil.  Screening levels: <20 dpm alpha, and <200 dpm beta-gamma.  ;",875.17,,,,4.22E-07,3.19E-07,,Sr-Total,7.82E-07,8%
229201,8823,GOJ-00073,FALSE,36.682885,140.11559,71.8452925,225.0148133,SW,4/7/2011 7:30,GOJ,Field Team: Dark moist soil that does Falset contain vegetation and rocks.   Wet Weight 1185.1 g ; Description: 1 plastic bag containing dark moist soil.  Screening values: <20 dpm alpha <200 dpm beta-gamma;,643.33,,,,4.38E-07,4.14E-07,,Sr-Total,5.49E-07,5%
229203,8825,GOJ-00074,FALSE,35.917416,140.52414,107.4808993,195.321536,SSW,4/7/2011 7:30,GOJ,"Field Team: 1 bag soil sample with False observed vegetation, rocks, or pebbles.  Wet Weight 712.45 g; Description: 1 bag soil sample;",428.89,,,,4.04E-07,5.01E-07,,Sr-Total,5.82E-07,6%
229205,8837,GOJ-00075,FALSE,36.962075,140.088068,60.97609615,238.8818183,WSW,4/7/2011 7:30,GOJ,"Field Team: Dark, moist soil in bag  Wet Weight 909.83 g; Description: Dark, moist soil in bag < 200 dpm beta/gamma  <20 dpm alpha;",653.83,,,,5.98E-07,5.72E-07,,Sr-Total,7.88E-07,8%
229207,8821,GOJ-00076,FALSE,36.586913,139.680753,94.33999379,232.7034245,SW,4/7/2011 7:30,GOJ,"Field Team: Dark, semi-moist soil; False vegetation or rocks Falseted.  Wet Weight 1059.58 g; Description: Soil in bag; <200 dpm beta-gamma; <20 dpm alpha;",720.76,,,,3.56E-07,4.16E-07,,Sr-Total,1.32E-07,1%
229209,8815,GOJ-00077,FALSE,35,139.889061,178.7556892,201.1974369,SSW,4/7/2011 7:30,GOJ,Field Team: Moist soil; a few small pebbles detected through bag; False vegetation  Wet Weight 838.94 g; Description: Soil in bag; <200 dpm beta-gamma; <20 dpm alpha;,635.04,,,,3.53E-07,3.83E-07,,Sr-Total,3.00E-07,3%
229211,8811,GOJ-00078,FALSE,36.403694,140.033026,89.37299832,218.441573,SW,4/7/2011 7:30,GOJ,"Field Team: Dark moist soil that does Falset contain vegetation or rock.    Wet Weight 961.3 g; Description: 1 plastic bag containing dard moist soil.  Screening values <20 dpm alpha, <200 dpm beta-gamma;",615.87,,,,3.88E-07,3.88E-07,,Sr-Total,3.32E-07,3%
229213,8809,GOJ-00079,FALSE,36.456042,139.928445,90.36523866,222.7641956,SW,4/7/2011 7:30,GOJ,"Field Team: False observed vegetation, rocks or pebbles.  Soil moist and compact.   Wet Weight 1078.61 g; Description: 1 bag soil sample;",630.9,,,,3.15E-07,3.20E-07,,Sr-Total,3.47E-08,0%
229215,8797,GOJ-00080,FALSE,36.826842,139.911932,74.22669456,236.6976856,WSW,4/7/2011 7:30,GOJ,"Field Team: False observed vegetation, rocks, or pebbles present.  Wet Weight 873.33 g; Description: 1 bag soil sample.;",425.34,,,,3.98E-07,4.50E-07,,Sr-Total,1.91E-07,2%
229217,8801,GOJ-00081,FALSE,36.922814,140.110085,61.42601094,236.1290738,SW,4/7/2011 7:30,GOJ,"Field Team: 1 bag of soil sample.  False observed vegetation or rocks, pebbles.  Wet Weight 613.51 g; Description:  1 soil sample in bag.;",397.86,,,,3.64E-07,4.62E-07,,Sr-Total,4.17E-07,4%
229219,8799,GOJ-00082,FALSE,36.909727,139.933949,70.14728354,240.0276474,WSW,4/7/2011 7:30,GOJ,"Field Team: Dark moist soil, does Falset contain vegetation or rocks  Wet Weidht 622.14 g; Description: 1 plastic bag containing dark moist soil.  Screenig values: <20 dpm alpha, <200 dpm beta-gamma;",410.3,,,,3.16E-07,3.73E-07,,Sr-Total,2.07E-08,0%
229221,8817,GOJ-00083,FALSE,36.857379,140.03853,67.260323,234.8572763,SW,4/7/2011 7:30,GOJ,"Field Team: 1 bag soil sample with False vegetation, rocks or pebbles observed.  Soil moist and compact.  Wet Weight 408.83 g ; Description: 1 bag soil sample;",257.6,,,,4.19E-07,6.08E-07,,Sr-Total,3.51E-07,4%
229223,8803,GOJ-00084,FALSE,36.613087,140.033026,78.49347115,224.9356205,SW,4/7/2011 7:30,GOJ,"Field Team: dark, somewhat moist soil.  False vegetation or rocks.  Wet Weight 1156.15 g; Description: Soil in bag; <200 dpm beta-gamma; <20 dpm alpha;",714.17,,,,3.66E-07,4.06E-07,,Sr-Total,1.01E-07,1%
229225,8805,GOJ-00085,FALSE,36.32081,139.801847,102.0190977,222.1845248,SW,4/7/2011 7:30,GOJ,Field Team: Dark moist soil; False vegetation or rocks.  Wet Weight 1134.8 g; Description: Soil in bag; <200 dpm beta gamma; <20 dpm alaph;,745.91,,,,3.95E-07,4.86E-07,,Sr-Total,4.02E-07,4%
229227,8813,GOJ-00086,FALSE,34.969133,139.889061,180.7489354,200.9607222,SSW,4/7/2011 7:30,GOJ,Field Team: Moist Dark Soil  Wet Weight 718.72 g; Description: Chiba F2 Tateyama-shi; Recv.Comment: less than 20 dpm alpha and less than 200 dpm beta gamma;,587.86,,,,3.70E-07,3.82E-07,,Sr-Total,4.32E-07,4%
229229,8819,GOJ-00087,FALSE,36.992612,140.154119,56.76026193,238.7621788,WSW,4/7/2011 7:30,GOJ,Field Team: Moist Dark Soil  Wet Weight 1095.8 g; Description: Moist Dark Soil; Recv.Comment: less than 20 dpm alpha and 200 dpm beta gamma;,731.89,,,,3.68E-07,3.90E-07,,Sr-Total,6.37E-07,6%
229231,8807,GOJ-00088,FALSE,36.67416,139.735795,88.27321723,234.5627181,SW,4/7/2011 7:30,GOJ,Field Team: Wet Weight 673.55 g; Description: Dark Moist Soil Sample; Recv.Comment: less than 20 dpm alpha and less than 200 dpm beta gamma;,352.87,,,,3.99E-07,4.93E-07,,Sr-Total,4.15E-07,4%
229233,8827,GOJ-00089,FALSE,35.373673,140.343912,146.3156941,195.3506906,SSW,4/7/2011 7:30,GOJ,Field Team: Wet Weight 1498.53 g; Description: Moist Dark Soil; Recv.Comment: less than 20 dpm alpha and 200 dpm beta gamma;,1206.54,,,,2.95E-07,3.15E-07,,Sr-Total,1.16E-07,1%
229235,8647,GOJ-00001,FALSE,38.43222,140.9454,69.87834705,356.1384175,N,4/7/2011 7:30,GOJ,Field Team: Soil moist with False observed rocks or debris  Wet Weight 996.94 g; Description: 1 bag of soil with False vegetation observed;,716.82,,,,5.81E-07,1.01E-06,Gamma Spectroscopy,Te-129m,-1.38E-07,-1%
229237,8651,GOJ-00002,FALSE,38.04614,140.6273,48.46716448,332.9688289,NNW,4/7/2011 7:30,GOJ,"Field Team: dark, moist, packed soil - False rocks or debris observed  Wet Weight 1156.76 g; Description: 1 bag of soil - False vegetation, screening value <20 dpm alpha, <200 dpm b/g - False contamination found;",761.17,,,,8.85E-07,1.35E-06,Gamma Spectroscopy,Te-129m,2.48E-07,2%
229239,8649,GOJ-00003,FALSE,38.6279,140.9351,83.38292049,356.3911847,N,4/7/2011 7:30,GOJ,"Field Team: dark moist soil, False vegatation, rocks, or other debris observed  Wet Weight 1527.27 g; Description: 1 bag of soil Falset vegatation, screening values <20 alpha  and <200 beta-gamma dpm;",1058.15,,,,9.79E-07,1.65E-06,Gamma Spectroscopy,Te-129m,-3.28E-07,-3%
229241,8655,GOJ-00004,FALSE,38.18365,140.7269,55.16706304,342.516742,NNW,4/7/2011 7:30,GOJ,"Field Team: dark, moist, packed soil - False debris or rocks observed  Wet Weight 1213.84 g; Description: 1 bag of soil - screening value <20 dpm alpha <200 dpm B/G;",838.09,,,,7.13E-07,1.17E-06,Gamma Spectroscopy,Te-129m,-4.82E-07,-5%
